Id,Prediction
167,1202604.2841647768
168,1202604.2841647768
169,3269017.3724721107
170,1202604.2841647768
171,1202604.2841647768
172,1202604.2841647768
173,1202604.2841647768
174,3269017.3724721107
175,1202604.2841647768
176,3269017.3724721107
177,3269017.3724721107
178,3269017.3724721107
179,1202604.2841647768
180,1202604.2841647768
181,3269017.3724721107
182,3269017.3724721107
183,1202604.2841647768
184,3269017.3724721107
185,3269017.3724721107
186,1202604.2841647768
187,1202604.2841647768
188,3269017.3724721107
189,3269017.3724721107
190,1202604.2841647768
191,1202604.2841647768
192,3269017.3724721107
193,3269017.3724721107
194,1202604.2841647768
195,1202604.2841647768
196,1202604.2841647768
197,3269017.3724721107
198,1202604.2841647768
199,1202604.2841647768
200,3269017.3724721107
201,1202604.2841647768
202,3269017.3724721107
203,3269017.3724721107
204,3269017.3724721107
205,1202604.2841647768
206,3269017.3724721107
207,3269017.3724721107
208,1202604.2841647768
209,1202604.2841647768
210,1202604.2841647768
211,3269017.3724721107
212,3269017.3724721107
213,3269017.3724721107
214,3269017.3724721107
215,1202604.2841647768
216,3269017.3724721107
217,1202604.2841647768
218,3269017.3724721107
219,3269017.3724721107
220,3269017.3724721107
221,3269017.3724721107
222,3269017.3724721107
223,1202604.2841647768
224,3269017.3724721107
225,3269017.3724721107
226,1202604.2841647768
227,1202604.2841647768
228,3269017.3724721107
229,3269017.3724721107
230,3269017.3724721107
231,3269017.3724721107
232,3269017.3724721107
233,1202604.2841647768
234,1202604.2841647768
235,3269017.3724721107
236,1202604.2841647768
237,1202604.2841647768
238,3269017.3724721107
239,3269017.3724721107
240,3269017.3724721107
241,1202604.2841647768
242,3269017.3724721107
243,1202604.2841647768
244,3269017.3724721107
245,1202604.2841647768
246,3269017.3724721107
247,3269017.3724721107
248,3269017.3724721107
249,1202604.2841647768
250,3269017.3724721107
251,1202604.2841647768
252,3269017.3724721107
253,3269017.3724721107
254,3269017.3724721107
255,3269017.3724721107
256,1202604.2841647768
257,1202604.2841647768
258,3269017.3724721107
259,3269017.3724721107
260,3269017.3724721107
261,3269017.3724721107
262,3269017.3724721107
263,3269017.3724721107
264,1202604.2841647768
265,3269017.3724721107
266,3269017.3724721107
267,3269017.3724721107
268,3269017.3724721107
269,3269017.3724721107
270,3269017.3724721107
271,1202604.2841647768
272,3269017.3724721107
273,3269017.3724721107
274,3269017.3724721107
275,1202604.2841647768
276,3269017.3724721107
277,3269017.3724721107
278,3269017.3724721107
279,1202604.2841647768
280,3269017.3724721107
281,3269017.3724721107
282,1202604.2841647768
283,1202604.2841647768
284,1202604.2841647768
285,1202604.2841647768
286,3269017.3724721107
287,3269017.3724721107
288,3269017.3724721107
289,1202604.2841647768
290,1202604.2841647768
291,3269017.3724721107
292,3269017.3724721107
293,3269017.3724721107
294,1202604.2841647768
295,1202604.2841647768
296,1202604.2841647768
297,3269017.3724721107
298,1202604.2841647768
299,1202604.2841647768
300,3269017.3724721107
301,1202604.2841647768
302,1202604.2841647768
303,3269017.3724721107
304,3269017.3724721107
305,3269017.3724721107
306,1202604.2841647768
307,3269017.3724721107
308,3269017.3724721107
309,3269017.3724721107
310,3269017.3724721107
311,1202604.2841647768
312,3269017.3724721107
313,3269017.3724721107
314,3269017.3724721107
315,3269017.3724721107
316,3269017.3724721107
317,3269017.3724721107
318,3269017.3724721107
319,3269017.3724721107
320,3269017.3724721107
321,1202604.2841647768
322,3269017.3724721107
323,3269017.3724721107
324,3269017.3724721107
325,3269017.3724721107
326,3269017.3724721107
327,3269017.3724721107
328,3269017.3724721107
329,1202604.2841647768
330,3269017.3724721107
331,3269017.3724721107
332,1202604.2841647768
333,3269017.3724721107
334,3269017.3724721107
335,1202604.2841647768
336,1202604.2841647768
337,1202604.2841647768
338,3269017.3724721107
339,3269017.3724721107
340,1202604.2841647768
341,3269017.3724721107
342,3269017.3724721107
343,3269017.3724721107
344,3269017.3724721107
345,3269017.3724721107
346,3269017.3724721107
347,3269017.3724721107
348,1202604.2841647768
349,1202604.2841647768
350,3269017.3724721107
351,3269017.3724721107
352,3269017.3724721107
353,3269017.3724721107
354,1202604.2841647768
355,3269017.3724721107
356,1202604.2841647768
357,3269017.3724721107
358,1202604.2841647768
359,3269017.3724721107
360,1202604.2841647768
361,3269017.3724721107
362,3269017.3724721107
363,3269017.3724721107
364,3269017.3724721107
365,3269017.3724721107
366,1202604.2841647768
367,1202604.2841647768
368,3269017.3724721107
369,3269017.3724721107
370,3269017.3724721107
371,3269017.3724721107
372,3269017.3724721107
373,1202604.2841647768
374,3269017.3724721107
375,1202604.2841647768
376,3269017.3724721107
377,3269017.3724721107
378,1202604.2841647768
379,3269017.3724721107
380,3269017.3724721107
381,3269017.3724721107
382,1202604.2841647768
383,1202604.2841647768
384,3269017.3724721107
385,3269017.3724721107
386,3269017.3724721107
387,3269017.3724721107
388,1202604.2841647768
389,1202604.2841647768
390,3269017.3724721107
391,1202604.2841647768
392,3269017.3724721107
393,1202604.2841647768
394,1202604.2841647768
395,3269017.3724721107
396,3269017.3724721107
397,3269017.3724721107
398,3269017.3724721107
399,3269017.3724721107
400,1202604.2841647768
401,1202604.2841647768
402,3269017.3724721107
403,3269017.3724721107
404,3269017.3724721107
405,3269017.3724721107
406,3269017.3724721107
407,3269017.3724721107
408,3269017.3724721107
409,3269017.3724721107
410,3269017.3724721107
411,3269017.3724721107
412,3269017.3724721107
413,3269017.3724721107
414,3269017.3724721107
415,3269017.3724721107
416,3269017.3724721107
417,3269017.3724721107
418,3269017.3724721107
419,3269017.3724721107
420,1202604.2841647768
421,3269017.3724721107
422,3269017.3724721107
423,3269017.3724721107
424,3269017.3724721107
425,3269017.3724721107
426,3269017.3724721107
427,1202604.2841647768
428,3269017.3724721107
429,3269017.3724721107
430,1202604.2841647768
431,3269017.3724721107
432,1202604.2841647768
433,3269017.3724721107
434,1202604.2841647768
435,1202604.2841647768
436,3269017.3724721107
437,3269017.3724721107
438,3269017.3724721107
439,3269017.3724721107
440,3269017.3724721107
441,3269017.3724721107
442,1202604.2841647768
443,1202604.2841647768
444,1202604.2841647768
445,1202604.2841647768
446,1202604.2841647768
447,3269017.3724721107
448,3269017.3724721107
449,3269017.3724721107
450,1202604.2841647768
451,3269017.3724721107
452,3269017.3724721107
453,3269017.3724721107
454,3269017.3724721107
455,3269017.3724721107
456,1202604.2841647768
457,3269017.3724721107
458,1202604.2841647768
459,1202604.2841647768
460,3269017.3724721107
461,3269017.3724721107
462,1202604.2841647768
463,1202604.2841647768
464,3269017.3724721107
465,3269017.3724721107
466,3269017.3724721107
467,1202604.2841647768
468,1202604.2841647768
469,1202604.2841647768
470,3269017.3724721107
471,1202604.2841647768
472,1202604.2841647768
473,3269017.3724721107
474,1202604.2841647768
475,1202604.2841647768
476,1202604.2841647768
477,3269017.3724721107
478,3269017.3724721107
479,1202604.2841647768
480,3269017.3724721107
481,3269017.3724721107
482,3269017.3724721107
483,3269017.3724721107
484,3269017.3724721107
485,1202604.2841647768
486,1202604.2841647768
487,3269017.3724721107
488,1202604.2841647768
489,1202604.2841647768
490,3269017.3724721107
491,1202604.2841647768
492,3269017.3724721107
493,3269017.3724721107
494,1202604.2841647768
495,3269017.3724721107
496,3269017.3724721107
497,3269017.3724721107
498,1202604.2841647768
499,3269017.3724721107
500,1202604.2841647768
501,1202604.2841647768
502,3269017.3724721107
503,1202604.2841647768
504,1202604.2841647768
505,3269017.3724721107
506,3269017.3724721107
507,1202604.2841647768
508,3269017.3724721107
509,1202604.2841647768
510,3269017.3724721107
511,1202604.2841647768
512,1202604.2841647768
513,3269017.3724721107
514,1202604.2841647768
515,3269017.3724721107
516,1202604.2841647768
517,3269017.3724721107
518,3269017.3724721107
519,3269017.3724721107
520,3269017.3724721107
521,1202604.2841647768
522,1202604.2841647768
523,3269017.3724721107
524,1202604.2841647768
525,3269017.3724721107
526,3269017.3724721107
527,3269017.3724721107
528,3269017.3724721107
529,3269017.3724721107
530,1202604.2841647768
531,3269017.3724721107
532,1202604.2841647768
533,3269017.3724721107
534,3269017.3724721107
535,3269017.3724721107
536,3269017.3724721107
537,3269017.3724721107
538,3269017.3724721107
539,1202604.2841647768
540,3269017.3724721107
541,1202604.2841647768
542,1202604.2841647768
543,1202604.2841647768
544,3269017.3724721107
545,1202604.2841647768
546,3269017.3724721107
547,3269017.3724721107
548,3269017.3724721107
549,3269017.3724721107
550,3269017.3724721107
551,3269017.3724721107
552,3269017.3724721107
553,3269017.3724721107
554,3269017.3724721107
555,1202604.2841647768
556,1202604.2841647768
557,3269017.3724721107
558,1202604.2841647768
559,1202604.2841647768
560,3269017.3724721107
561,3269017.3724721107
562,3269017.3724721107
563,3269017.3724721107
564,3269017.3724721107
565,3269017.3724721107
566,3269017.3724721107
567,1202604.2841647768
568,3269017.3724721107
569,3269017.3724721107
570,1202604.2841647768
571,3269017.3724721107
572,1202604.2841647768
573,3269017.3724721107
574,3269017.3724721107
575,1202604.2841647768
576,3269017.3724721107
577,3269017.3724721107
578,1202604.2841647768
579,1202604.2841647768
580,3269017.3724721107
581,3269017.3724721107
582,3269017.3724721107
583,1202604.2841647768
584,3269017.3724721107
585,3269017.3724721107
586,1202604.2841647768
587,1202604.2841647768
588,1202604.2841647768
589,1202604.2841647768
590,3269017.3724721107
591,1202604.2841647768
592,1202604.2841647768
593,1202604.2841647768
594,1202604.2841647768
595,1202604.2841647768
596,3269017.3724721107
597,1202604.2841647768
598,3269017.3724721107
599,1202604.2841647768
600,3269017.3724721107
601,3269017.3724721107
602,1202604.2841647768
603,3269017.3724721107
604,1202604.2841647768
605,3269017.3724721107
606,1202604.2841647768
607,1202604.2841647768
608,3269017.3724721107
609,3269017.3724721107
610,1202604.2841647768
611,3269017.3724721107
612,3269017.3724721107
613,3269017.3724721107
614,3269017.3724721107
615,1202604.2841647768
616,3269017.3724721107
617,3269017.3724721107
618,3269017.3724721107
619,1202604.2841647768
620,3269017.3724721107
621,3269017.3724721107
622,3269017.3724721107
623,1202604.2841647768
624,1202604.2841647768
625,3269017.3724721107
626,3269017.3724721107
627,3269017.3724721107
628,1202604.2841647768
629,3269017.3724721107
630,3269017.3724721107
631,3269017.3724721107
632,3269017.3724721107
633,3269017.3724721107
634,1202604.2841647768
635,3269017.3724721107
636,3269017.3724721107
637,3269017.3724721107
638,3269017.3724721107
639,3269017.3724721107
640,3269017.3724721107
641,3269017.3724721107
642,3269017.3724721107
643,3269017.3724721107
644,1202604.2841647768
645,1202604.2841647768
646,1202604.2841647768
647,3269017.3724721107
648,3269017.3724721107
649,3269017.3724721107
650,3269017.3724721107
651,1202604.2841647768
652,3269017.3724721107
653,1202604.2841647768
654,1202604.2841647768
655,1202604.2841647768
656,1202604.2841647768
657,3269017.3724721107
658,1202604.2841647768
659,3269017.3724721107
660,1202604.2841647768
661,3269017.3724721107
662,3269017.3724721107
663,3269017.3724721107
664,3269017.3724721107
665,3269017.3724721107
666,1202604.2841647768
667,3269017.3724721107
668,3269017.3724721107
669,1202604.2841647768
670,3269017.3724721107
671,3269017.3724721107
672,3269017.3724721107
673,3269017.3724721107
674,1202604.2841647768
675,1202604.2841647768
676,1202604.2841647768
677,3269017.3724721107
678,3269017.3724721107
679,3269017.3724721107
680,1202604.2841647768
681,3269017.3724721107
682,3269017.3724721107
683,3269017.3724721107
684,3269017.3724721107
685,3269017.3724721107
686,1202604.2841647768
687,1202604.2841647768
688,1202604.2841647768
689,1202604.2841647768
690,1202604.2841647768
691,1202604.2841647768
692,3269017.3724721107
693,1202604.2841647768
694,3269017.3724721107
695,3269017.3724721107
696,3269017.3724721107
697,3269017.3724721107
698,1202604.2841647768
699,1202604.2841647768
700,3269017.3724721107
701,1202604.2841647768
702,3269017.3724721107
703,1202604.2841647768
704,3269017.3724721107
705,3269017.3724721107
706,3269017.3724721107
707,1202604.2841647768
708,1202604.2841647768
709,3269017.3724721107
710,1202604.2841647768
711,1202604.2841647768
712,1202604.2841647768
713,3269017.3724721107
714,1202604.2841647768
715,1202604.2841647768
716,3269017.3724721107
717,1202604.2841647768
718,3269017.3724721107
719,3269017.3724721107
720,1202604.2841647768
721,3269017.3724721107
722,1202604.2841647768
723,3269017.3724721107
724,3269017.3724721107
725,3269017.3724721107
726,3269017.3724721107
727,3269017.3724721107
728,1202604.2841647768
729,3269017.3724721107
730,3269017.3724721107
731,3269017.3724721107
732,1202604.2841647768
733,3269017.3724721107
734,1202604.2841647768
735,3269017.3724721107
736,1202604.2841647768
737,3269017.3724721107
738,1202604.2841647768
739,3269017.3724721107
740,1202604.2841647768
741,3269017.3724721107
742,1202604.2841647768
743,3269017.3724721107
744,3269017.3724721107
745,3269017.3724721107
746,3269017.3724721107
747,3269017.3724721107
748,3269017.3724721107
749,3269017.3724721107
750,1202604.2841647768
751,1202604.2841647768
752,1202604.2841647768
753,1202604.2841647768
754,1202604.2841647768
755,3269017.3724721107
756,3269017.3724721107
757,3269017.3724721107
758,3269017.3724721107
759,3269017.3724721107
760,1202604.2841647768
761,3269017.3724721107
762,3269017.3724721107
763,3269017.3724721107
764,3269017.3724721107
765,3269017.3724721107
766,3269017.3724721107
767,3269017.3724721107
768,1202604.2841647768
769,3269017.3724721107
770,3269017.3724721107
771,3269017.3724721107
772,1202604.2841647768
773,1202604.2841647768
774,3269017.3724721107
775,3269017.3724721107
776,3269017.3724721107
777,3269017.3724721107
778,3269017.3724721107
779,3269017.3724721107
780,3269017.3724721107
781,3269017.3724721107
782,1202604.2841647768
783,1202604.2841647768
784,3269017.3724721107
785,1202604.2841647768
786,1202604.2841647768
787,3269017.3724721107
788,3269017.3724721107
789,3269017.3724721107
790,3269017.3724721107
791,3269017.3724721107
792,1202604.2841647768
793,1202604.2841647768
794,1202604.2841647768
795,3269017.3724721107
796,1202604.2841647768
797,3269017.3724721107
798,1202604.2841647768
799,1202604.2841647768
800,3269017.3724721107
801,1202604.2841647768
802,1202604.2841647768
803,1202604.2841647768
804,3269017.3724721107
805,3269017.3724721107
806,1202604.2841647768
807,3269017.3724721107
808,1202604.2841647768
809,1202604.2841647768
810,1202604.2841647768
811,1202604.2841647768
812,3269017.3724721107
813,3269017.3724721107
814,1202604.2841647768
815,3269017.3724721107
816,3269017.3724721107
817,3269017.3724721107
818,3269017.3724721107
819,3269017.3724721107
820,1202604.2841647768
821,3269017.3724721107
822,3269017.3724721107
823,3269017.3724721107
824,1202604.2841647768
825,3269017.3724721107
826,1202604.2841647768
827,3269017.3724721107
828,3269017.3724721107
829,1202604.2841647768
830,3269017.3724721107
831,1202604.2841647768
832,3269017.3724721107
833,3269017.3724721107
834,3269017.3724721107
835,1202604.2841647768
836,1202604.2841647768
837,3269017.3724721107
838,1202604.2841647768
839,1202604.2841647768
840,3269017.3724721107
841,1202604.2841647768
842,3269017.3724721107
843,3269017.3724721107
844,1202604.2841647768
845,3269017.3724721107
846,1202604.2841647768
847,3269017.3724721107
848,3269017.3724721107
849,1202604.2841647768
850,3269017.3724721107
851,3269017.3724721107
852,3269017.3724721107
853,1202604.2841647768
854,3269017.3724721107
855,3269017.3724721107
856,3269017.3724721107
857,3269017.3724721107
858,1202604.2841647768
859,3269017.3724721107
860,3269017.3724721107
861,3269017.3724721107
862,3269017.3724721107
863,1202604.2841647768
864,1202604.2841647768
865,3269017.3724721107
866,3269017.3724721107
867,3269017.3724721107
868,3269017.3724721107
869,3269017.3724721107
870,3269017.3724721107
871,3269017.3724721107
872,1202604.2841647768
873,3269017.3724721107
874,3269017.3724721107
875,1202604.2841647768
876,3269017.3724721107
877,1202604.2841647768
878,1202604.2841647768
879,1202604.2841647768
880,1202604.2841647768
881,3269017.3724721107
882,3269017.3724721107
883,1202604.2841647768
884,3269017.3724721107
885,3269017.3724721107
886,3269017.3724721107
887,3269017.3724721107
888,3269017.3724721107
889,3269017.3724721107
890,3269017.3724721107
891,1202604.2841647768
892,3269017.3724721107
893,3269017.3724721107
894,3269017.3724721107
895,3269017.3724721107
896,3269017.3724721107
897,3269017.3724721107
898,3269017.3724721107
899,3269017.3724721107
900,1202604.2841647768
901,1202604.2841647768
902,3269017.3724721107
903,3269017.3724721107
904,3269017.3724721107
905,1202604.2841647768
906,1202604.2841647768
907,3269017.3724721107
908,1202604.2841647768
909,1202604.2841647768
910,1202604.2841647768
911,1202604.2841647768
912,3269017.3724721107
913,3269017.3724721107
914,3269017.3724721107
915,3269017.3724721107
916,3269017.3724721107
917,1202604.2841647768
918,1202604.2841647768
919,1202604.2841647768
920,1202604.2841647768
921,3269017.3724721107
922,1202604.2841647768
923,3269017.3724721107
924,3269017.3724721107
925,3269017.3724721107
926,3269017.3724721107
927,1202604.2841647768
928,1202604.2841647768
929,3269017.3724721107
930,3269017.3724721107
931,1202604.2841647768
932,3269017.3724721107
933,3269017.3724721107
934,1202604.2841647768
935,3269017.3724721107
936,3269017.3724721107
937,3269017.3724721107
938,1202604.2841647768
939,1202604.2841647768
940,3269017.3724721107
941,3269017.3724721107
942,3269017.3724721107
943,3269017.3724721107
944,1202604.2841647768
945,1202604.2841647768
946,3269017.3724721107
947,3269017.3724721107
948,3269017.3724721107
949,1202604.2841647768
950,1202604.2841647768
951,3269017.3724721107
952,3269017.3724721107
953,3269017.3724721107
954,3269017.3724721107
955,3269017.3724721107
956,3269017.3724721107
957,3269017.3724721107
958,3269017.3724721107
959,3269017.3724721107
960,3269017.3724721107
961,3269017.3724721107
962,3269017.3724721107
963,3269017.3724721107
964,3269017.3724721107
965,3269017.3724721107
966,3269017.3724721107
967,3269017.3724721107
968,1202604.2841647768
969,1202604.2841647768
970,1202604.2841647768
971,1202604.2841647768
972,3269017.3724721107
973,1202604.2841647768
974,3269017.3724721107
975,3269017.3724721107
976,3269017.3724721107
977,1202604.2841647768
978,3269017.3724721107
979,3269017.3724721107
980,1202604.2841647768
981,1202604.2841647768
982,1202604.2841647768
983,3269017.3724721107
984,3269017.3724721107
985,3269017.3724721107
986,3269017.3724721107
987,1202604.2841647768
988,1202604.2841647768
989,3269017.3724721107
990,3269017.3724721107
991,1202604.2841647768
992,1202604.2841647768
993,3269017.3724721107
994,3269017.3724721107
995,3269017.3724721107
996,3269017.3724721107
997,1202604.2841647768
998,1202604.2841647768
999,3269017.3724721107
1000,3269017.3724721107
1001,1202604.2841647768
1002,3269017.3724721107
1003,3269017.3724721107
1004,3269017.3724721107
1005,3269017.3724721107
1006,3269017.3724721107
1007,3269017.3724721107
1008,3269017.3724721107
1009,3269017.3724721107
1010,3269017.3724721107
1011,3269017.3724721107
1012,3269017.3724721107
1013,3269017.3724721107
1014,3269017.3724721107
1015,1202604.2841647768
1016,3269017.3724721107
1017,3269017.3724721107
1018,3269017.3724721107
1019,1202604.2841647768
1020,1202604.2841647768
1021,1202604.2841647768
1022,3269017.3724721107
1023,3269017.3724721107
1024,3269017.3724721107
1025,3269017.3724721107
1026,1202604.2841647768
1027,3269017.3724721107
1028,3269017.3724721107
1029,1202604.2841647768
1030,3269017.3724721107
1031,1202604.2841647768
1032,3269017.3724721107
1033,3269017.3724721107
1034,1202604.2841647768
1035,1202604.2841647768
1036,1202604.2841647768
1037,3269017.3724721107
1038,3269017.3724721107
1039,1202604.2841647768
1040,3269017.3724721107
1041,3269017.3724721107
1042,3269017.3724721107
1043,3269017.3724721107
1044,3269017.3724721107
1045,3269017.3724721107
1046,3269017.3724721107
1047,1202604.2841647768
1048,3269017.3724721107
1049,3269017.3724721107
1050,3269017.3724721107
1051,1202604.2841647768
1052,1202604.2841647768
1053,1202604.2841647768
1054,3269017.3724721107
1055,1202604.2841647768
1056,3269017.3724721107
1057,1202604.2841647768
1058,3269017.3724721107
1059,1202604.2841647768
1060,1202604.2841647768
1061,3269017.3724721107
1062,3269017.3724721107
1063,3269017.3724721107
1064,3269017.3724721107
1065,3269017.3724721107
1066,1202604.2841647768
1067,1202604.2841647768
1068,3269017.3724721107
1069,3269017.3724721107
1070,3269017.3724721107
1071,3269017.3724721107
1072,3269017.3724721107
1073,3269017.3724721107
1074,3269017.3724721107
1075,1202604.2841647768
1076,3269017.3724721107
1077,1202604.2841647768
1078,1202604.2841647768
1079,3269017.3724721107
1080,1202604.2841647768
1081,1202604.2841647768
1082,3269017.3724721107
1083,1202604.2841647768
1084,1202604.2841647768
1085,3269017.3724721107
1086,3269017.3724721107
1087,1202604.2841647768
1088,3269017.3724721107
1089,1202604.2841647768
1090,3269017.3724721107
1091,1202604.2841647768
1092,3269017.3724721107
1093,3269017.3724721107
1094,1202604.2841647768
1095,1202604.2841647768
1096,3269017.3724721107
1097,1202604.2841647768
1098,3269017.3724721107
1099,3269017.3724721107
1100,1202604.2841647768
1101,1202604.2841647768
1102,1202604.2841647768
1103,1202604.2841647768
1104,3269017.3724721107
1105,3269017.3724721107
1106,1202604.2841647768
1107,3269017.3724721107
1108,3269017.3724721107
1109,3269017.3724721107
1110,3269017.3724721107
1111,3269017.3724721107
1112,1202604.2841647768
1113,3269017.3724721107
1114,1202604.2841647768
1115,3269017.3724721107
1116,1202604.2841647768
1117,3269017.3724721107
1118,1202604.2841647768
1119,3269017.3724721107
1120,1202604.2841647768
1121,1202604.2841647768
1122,3269017.3724721107
1123,3269017.3724721107
1124,1202604.2841647768
1125,1202604.2841647768
1126,3269017.3724721107
1127,3269017.3724721107
1128,1202604.2841647768
1129,3269017.3724721107
1130,3269017.3724721107
1131,3269017.3724721107
1132,1202604.2841647768
1133,3269017.3724721107
1134,3269017.3724721107
1135,1202604.2841647768
1136,3269017.3724721107
1137,3269017.3724721107
1138,3269017.3724721107
1139,1202604.2841647768
1140,1202604.2841647768
1141,1202604.2841647768
1142,3269017.3724721107
1143,3269017.3724721107
1144,3269017.3724721107
1145,3269017.3724721107
1146,1202604.2841647768
1147,3269017.3724721107
1148,3269017.3724721107
1149,1202604.2841647768
1150,1202604.2841647768
1151,3269017.3724721107
1152,3269017.3724721107
1153,3269017.3724721107
1154,1202604.2841647768
1155,3269017.3724721107
1156,3269017.3724721107
1157,3269017.3724721107
1158,3269017.3724721107
1159,1202604.2841647768
1160,3269017.3724721107
1161,3269017.3724721107
1162,3269017.3724721107
1163,1202604.2841647768
1164,1202604.2841647768
1165,1202604.2841647768
1166,3269017.3724721107
1167,3269017.3724721107
1168,3269017.3724721107
1169,3269017.3724721107
1170,3269017.3724721107
1171,3269017.3724721107
1172,1202604.2841647768
1173,3269017.3724721107
1174,1202604.2841647768
1175,3269017.3724721107
1176,3269017.3724721107
1177,3269017.3724721107
1178,3269017.3724721107
1179,1202604.2841647768
1180,1202604.2841647768
1181,1202604.2841647768
1182,3269017.3724721107
1183,3269017.3724721107
1184,1202604.2841647768
1185,1202604.2841647768
1186,1202604.2841647768
1187,1202604.2841647768
1188,3269017.3724721107
1189,3269017.3724721107
1190,1202604.2841647768
1191,1202604.2841647768
1192,3269017.3724721107
1193,1202604.2841647768
1194,3269017.3724721107
1195,3269017.3724721107
1196,1202604.2841647768
1197,1202604.2841647768
1198,1202604.2841647768
1199,1202604.2841647768
1200,3269017.3724721107
1201,1202604.2841647768
1202,3269017.3724721107
1203,3269017.3724721107
1204,1202604.2841647768
1205,1202604.2841647768
1206,3269017.3724721107
1207,3269017.3724721107
1208,1202604.2841647768
1209,3269017.3724721107
1210,1202604.2841647768
1211,3269017.3724721107
1212,3269017.3724721107
1213,3269017.3724721107
1214,3269017.3724721107
1215,3269017.3724721107
1216,1202604.2841647768
1217,3269017.3724721107
1218,3269017.3724721107
1219,1202604.2841647768
1220,3269017.3724721107
1221,3269017.3724721107
1222,3269017.3724721107
1223,1202604.2841647768
1224,1202604.2841647768
1225,3269017.3724721107
1226,3269017.3724721107
1227,3269017.3724721107
1228,1202604.2841647768
1229,1202604.2841647768
1230,3269017.3724721107
1231,3269017.3724721107
1232,3269017.3724721107
1233,1202604.2841647768
1234,3269017.3724721107
1235,3269017.3724721107
1236,3269017.3724721107
1237,1202604.2841647768
1238,1202604.2841647768
1239,3269017.3724721107
1240,1202604.2841647768
1241,1202604.2841647768
1242,3269017.3724721107
1243,3269017.3724721107
1244,3269017.3724721107
1245,3269017.3724721107
1246,3269017.3724721107
1247,3269017.3724721107
